,approvedSymbol,approvedName,prefName,drugType,drugId,phase,ctIds,id,disease
170,HTR2C,5-hydroxytryptamine receptor 2C,QUETIAPINE,Small molecule,CHEMBL716,4.0,['NCT04373317'],MONDO_0005180,Parkinson disease
171,CHRM2,cholinergic receptor muscarinic 2,ATROPINE SULFATE,Small molecule,CHEMBL2146146,4.0,[],MONDO_0005180,Parkinson disease
172,DRD2,dopamine receptor D2,PRAMIPEXOLE,Small molecule,CHEMBL301265,4.0,['NCT01048229'],MONDO_0005180,Parkinson disease
173,AVPR1B,arginine vasopressin receptor 1B,DESMOPRESSIN ACETATE,Protein,CHEMBL1200556,4.0,['NCT00806468'],MONDO_0005180,Parkinson disease
174,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D,AMANTADINE HYDROCHLORIDE,Small molecule,CHEMBL1569,4.0,[],MONDO_0005180,Parkinson disease
175,SV2A,synaptic vesicle glycoprotein 2A,LEVETIRACETAM,Small molecule,CHEMBL1286,4.0,['NCT00307450'],MONDO_0005180,Parkinson disease
176,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,AMANTADINE,Small molecule,CHEMBL660,4.0,[],MONDO_0005180,Parkinson disease
177,DDC,dopa decarboxylase,CARBIDOPA,Small molecule,CHEMBL1200748,4.0,[],MONDO_0005180,Parkinson disease
178,GABRE,gamma-aminobutyric acid type A receptor subunit epsilon,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT02256319'],MONDO_0005180,Parkinson disease
179,COMT,catechol-O-methyltransferase,OPICAPONE,Small molecule,CHEMBL1089318,4.0,[],MONDO_0005180,Parkinson disease
180,DRD4,dopamine receptor D4,ROPINIROLE,Small molecule,CHEMBL589,4.0,[],MONDO_0005180,Parkinson disease
181,DRD2,dopamine receptor D2,BROMOCRIPTINE MESYLATE,Small molecule,CHEMBL1200503,4.0,[],MONDO_0005180,Parkinson disease
182,AVPR1A,arginine vasopressin receptor 1A,DESMOPRESSIN,Protein,CHEMBL1429,4.0,['NCT00806468'],MONDO_0005180,Parkinson disease
183,GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B,AMANTADINE HYDROCHLORIDE,Small molecule,CHEMBL1569,4.0,[],MONDO_0005180,Parkinson disease
184,DDC,dopa decarboxylase,CARBIDOPA,Small molecule,CHEMBL1201236,4.0,['NCT00601978'],MONDO_0005180,Parkinson disease
185,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C,ORPHENADRINE,Small molecule,CHEMBL900,4.0,[],MONDO_0005180,Parkinson disease
186,SLC6A2,solute carrier family 6 member 2,ORPHENADRINE,Small molecule,CHEMBL900,4.0,[],MONDO_0005180,Parkinson disease
187,DRD3,dopamine receptor D3,APOMORPHINE,Small molecule,CHEMBL53,4.0,['NCT04887467'],MONDO_0005180,Parkinson disease
188,GRIN1,glutamate ionotropic receptor NMDA type subunit 1,AMANTADINE,Small molecule,CHEMBL660,4.0,[],MONDO_0005180,Parkinson disease
189,ADORA2A,adenosine A2a receptor,ISTRADEFYLLINE,Small molecule,CHEMBL431770,4.0,[],MONDO_0005180,Parkinson disease
190,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D,AMANTADINE,Small molecule,CHEMBL660,4.0,['NCT01313819'],MONDO_0005180,Parkinson disease
191,GRIN3B,glutamate ionotropic receptor NMDA type subunit 3B,AMANTADINE,Small molecule,CHEMBL660,4.0,[],MONDO_0005180,Parkinson disease
192,DRD3,dopamine receptor D3,APOMORPHINE HYDROCHLORIDE,Small molecule,CHEMBL1616,4.0,['NCT01770145'],MONDO_0005180,Parkinson disease
193,SCN11A,sodium voltage-gated channel alpha subunit 11,ORPHENADRINE,Small molecule,CHEMBL900,4.0,[],MONDO_0005180,Parkinson disease
194,DRD2,dopamine receptor D2,ROTIGOTINE,Small molecule,CHEMBL1303,4.0,['NCT01519882'],MONDO_0005180,Parkinson disease
195,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D,AMANTADINE HYDROCHLORIDE,Small molecule,CHEMBL1569,4.0,[],MONDO_0005180,Parkinson disease
196,HTR2A,5-hydroxytryptamine receptor 2A,PIMAVANSERIN,Small molecule,CHEMBL2111101,4.0,[],MONDO_0005180,Parkinson disease
197,GRIN3B,glutamate ionotropic receptor NMDA type subunit 3B,AMANTADINE,Small molecule,CHEMBL660,4.0,[],MONDO_0005180,Parkinson disease
198,SCN10A,sodium voltage-gated channel alpha subunit 10,ORPHENADRINE,Small molecule,CHEMBL900,4.0,[],MONDO_0005180,Parkinson disease
199,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D,AMANTADINE HYDROCHLORIDE,Small molecule,CHEMBL1569,4.0,"['NCT04387773', 'NCT00632762']",MONDO_0005180,Parkinson disease
200,DRD4,dopamine receptor D4,APOMORPHINE,Small molecule,CHEMBL53,4.0,['NCT04887467'],MONDO_0005180,Parkinson disease
201,DRD2,dopamine receptor D2,PRAMIPEXOLE DIHYDROCHLORIDE,Small molecule,CHEMBL3182733,4.0,['NCT01515774'],MONDO_0005180,Parkinson disease
202,GABRB1,gamma-aminobutyric acid type A receptor subunit beta1,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT02256319'],MONDO_0005180,Parkinson disease
203,DRD4,dopamine receptor D4,APOMORPHINE HYDROCHLORIDE,Small molecule,CHEMBL1616,4.0,['NCT01770145'],MONDO_0005180,Parkinson disease
204,GRIN3B,glutamate ionotropic receptor NMDA type subunit 3B,MEMANTINE,Small molecule,CHEMBL807,4.0,"['NCT00646204', 'NCT01108029']",MONDO_0005180,Parkinson disease
205,MAOB,monoamine oxidase B,RASAGILINE MESYLATE,Small molecule,CHEMBL1201142,4.0,[],MONDO_0005180,Parkinson disease
206,DRD4,dopamine receptor D4,ROPINIROLE,Small molecule,CHEMBL589,4.0,"['NCT01494532', 'NCT00485069', 'NCT00986245', 'NCT01485172']",MONDO_0005180,Parkinson disease
207,CHRM1,cholinergic receptor muscarinic 1,BENZTROPINE,Small molecule,CHEMBL1201203,4.0,[],MONDO_0005180,Parkinson disease
208,DRD2,dopamine receptor D2,PRAMIPEXOLE DIHYDROCHLORIDE,Small molecule,CHEMBL3182733,4.0,[],MONDO_0005180,Parkinson disease
209,SCN7A,sodium voltage-gated channel alpha subunit 7,ORPHENADRINE HYDROCHLORIDE,Small molecule,CHEMBL1201023,4.0,[],MONDO_0005180,Parkinson disease
210,DRD4,dopamine receptor D4,PRAMIPEXOLE DIHYDROCHLORIDE,Small molecule,CHEMBL3182733,4.0,[],MONDO_0005180,Parkinson disease
211,COMT,catechol-O-methyltransferase,ENTACAPONE,Small molecule,CHEMBL953,4.0,"['NCT00125567', 'NCT02847442', 'NCT00247247', 'NCT00143026', 'NCT00391898', 'NCT00373087', 'NCT00219284', 'NCT00906828']",MONDO_0005180,Parkinson disease
212,BCHE,butyrylcholinesterase,RIVASTIGMINE,Small molecule,CHEMBL636,4.0,"['NCT03840837', 'NCT00988117', 'NCT01340885']",MONDO_0005180,Parkinson disease
213,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C,MEMANTINE,Small molecule,CHEMBL807,4.0,"['NCT00646204', 'NCT01108029']",MONDO_0005180,Parkinson disease
214,DDC,dopa decarboxylase,CARBIDOPA,Small molecule,CHEMBL1200748,4.0,[],MONDO_0005180,Parkinson disease
215,GRIN1,glutamate ionotropic receptor NMDA type subunit 1,ORPHENADRINE HYDROCHLORIDE,Small molecule,CHEMBL1201023,4.0,[],MONDO_0005180,Parkinson disease
216,COMT,catechol-O-methyltransferase,OPICAPONE,Small molecule,CHEMBL1089318,4.0,['NCT04986982'],MONDO_0005180,Parkinson disease
217,SLC6A2,solute carrier family 6 member 2,METHYLPHENIDATE,Small molecule,CHEMBL796,4.0,['NCT00526630'],MONDO_0005180,Parkinson disease
218,GRIN3B,glutamate ionotropic receptor NMDA type subunit 3B,ORPHENADRINE HYDROCHLORIDE,Small molecule,CHEMBL1201023,4.0,[],MONDO_0005180,Parkinson disease
219,SV2A,synaptic vesicle glycoprotein 2A,LEVETIRACETAM,Small molecule,CHEMBL1286,4.0,['NCT00584025'],MONDO_0005180,Parkinson disease
220,MAOB,monoamine oxidase B,RASAGILINE,Small molecule,CHEMBL887,4.0,"['NCT01048229', 'NCT01178047']",MONDO_0005180,Parkinson disease
221,VDR,vitamin D receptor,CHOLECALCIFEROL,Small molecule,CHEMBL1042,4.0,['NCT00571285'],MONDO_0005180,Parkinson disease
222,DRD4,dopamine receptor D4,PRAMIPEXOLE DIHYDROCHLORIDE,Small molecule,CHEMBL3182733,4.0,['NCT02231905'],MONDO_0005180,Parkinson disease
223,ACHE,acetylcholinesterase (Cartwright blood group),RIVASTIGMINE,Small molecule,CHEMBL636,4.0,"['NCT03840837', 'NCT01340885', 'NCT00988117']",MONDO_0005180,Parkinson disease
224,ADRA2A,adrenoceptor alpha 2A,DEXMEDETOMIDINE,Small molecule,CHEMBL778,4.0,"['NCT02256319', 'NCT01721460', 'NCT01789385']",MONDO_0005180,Parkinson disease
225,DRD4,dopamine receptor D4,BROMOCRIPTINE,Small molecule,CHEMBL493,4.0,[],MONDO_0005180,Parkinson disease
226,PRIM1,DNA primase subunit 1,CYTARABINE,Small molecule,CHEMBL803,4.0,['NCT03022201'],MONDO_0005180,Parkinson disease
227,DRD3,dopamine receptor D3,LEVODOPA,Small molecule,CHEMBL1009,4.0,"['NCT01770145', 'NCT02847442', 'NCT00590122', 'NCT00914134', 'NCT00391898', 'NCT00399477', 'NCT00272688', 'NCT00141518', 'NCT00888186', 'NCT00906828', 'NCT02741947', 'NCT00125567', 'NCT00485069', 'NCT00143026', 'NCT00153972', 'NCT00219284', 'NCT02769793']",MONDO_0005180,Parkinson disease
228,DRD2,dopamine receptor D2,ROPINIROLE HYDROCHLORIDE,Small molecule,CHEMBL1200411,4.0,['NCT00485069'],MONDO_0005180,Parkinson disease
229,BCHE,butyrylcholinesterase,RIVASTIGMINE,Small molecule,CHEMBL636,4.0,['NCT01856738'],MONDO_0005180,Parkinson disease
230,HTR2A,5-hydroxytryptamine receptor 2A,QUETIAPINE,Small molecule,CHEMBL716,4.0,['NCT04373317'],MONDO_0005180,Parkinson disease
231,DRD2,dopamine receptor D2,BROMOCRIPTINE,Small molecule,CHEMBL493,4.0,[],MONDO_0005180,Parkinson disease
232,COMT,catechol-O-methyltransferase,ENTACAPONE,Small molecule,CHEMBL953,4.0,['NCT00601978'],MONDO_0005180,Parkinson disease
233,ADRB1,adrenoceptor beta 1,DOPAMINE,Small molecule,CHEMBL59,4.0,"['NCT02233023', 'NCT00590122', 'NCT03151460']",MONDO_0005180,Parkinson disease
234,SCN1A,sodium voltage-gated channel alpha subunit 1,ORPHENADRINE,Small molecule,CHEMBL900,4.0,[],MONDO_0005180,Parkinson disease
235,GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B,AMANTADINE HYDROCHLORIDE,Small molecule,CHEMBL1569,4.0,"['NCT04387773', 'NCT00632762']",MONDO_0005180,Parkinson disease
236,GRIN1,glutamate ionotropic receptor NMDA type subunit 1,AMANTADINE HYDROCHLORIDE,Small molecule,CHEMBL1569,4.0,"['NCT00632762', 'NCT04387773']",MONDO_0005180,Parkinson disease
237,GRIN3B,glutamate ionotropic receptor NMDA type subunit 3B,AMANTADINE,Small molecule,CHEMBL660,4.0,[],MONDO_0005180,Parkinson disease
238,AVPR2,arginine vasopressin receptor 2,DESMOPRESSIN ACETATE,Protein,CHEMBL1200556,4.0,['NCT00806468'],MONDO_0005180,Parkinson disease
239,GABRA6,gamma-aminobutyric acid type A receptor subunit alpha6,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT02256319'],MONDO_0005180,Parkinson disease
240,DRD3,dopamine receptor D3,PRAMIPEXOLE,Small molecule,CHEMBL301265,4.0,[],MONDO_0005180,Parkinson disease
241,ADRA2A,adrenoceptor alpha 2A,DEXMEDETOMIDINE,Small molecule,CHEMBL778,4.0,['NCT02982512'],MONDO_0005180,Parkinson disease
242,MAOB,monoamine oxidase B,SAFINAMIDE,Small molecule,CHEMBL396778,4.0,"['NCT03843944', 'NCT03841604']",MONDO_0005180,Parkinson disease
243,GABRA2,gamma-aminobutyric acid type A receptor subunit alpha2,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT02256319'],MONDO_0005180,Parkinson disease
244,DRD3,dopamine receptor D3,PRAMIPEXOLE,Small molecule,CHEMBL301265,4.0,['NCT01048229'],MONDO_0005180,Parkinson disease
245,DDC,dopa decarboxylase,CARBIDOPA,Small molecule,CHEMBL1200748,4.0,['NCT02480803'],MONDO_0005180,Parkinson disease
246,GRIN3B,glutamate ionotropic receptor NMDA type subunit 3B,AMANTADINE,Small molecule,CHEMBL660,4.0,['NCT01313819'],MONDO_0005180,Parkinson disease
247,ADRA2C,adrenoceptor alpha 2C,DEXMEDETOMIDINE,Small molecule,CHEMBL778,4.0,['NCT02982512'],MONDO_0005180,Parkinson disease
248,GABRB2,gamma-aminobutyric acid type A receptor subunit beta2,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT02256319'],MONDO_0005180,Parkinson disease
249,SCN5A,sodium voltage-gated channel alpha subunit 5,ORPHENADRINE,Small molecule,CHEMBL900,4.0,[],MONDO_0005180,Parkinson disease
250,ADRA1B,adrenoceptor alpha 1B,DROXIDOPA,Small molecule,CHEMBL2103827,4.0,['NCT03115827'],MONDO_0005180,Parkinson disease
251,DRD3,dopamine receptor D3,ROTIGOTINE,Small molecule,CHEMBL1303,4.0,['NCT01519882'],MONDO_0005180,Parkinson disease
252,GABRA1,gamma-aminobutyric acid type A receptor subunit alpha1,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT02256319'],MONDO_0005180,Parkinson disease
253,ADRA2B,adrenoceptor alpha 2B,DEXMEDETOMIDINE,Small molecule,CHEMBL778,4.0,"['NCT01721460', 'NCT02256319', 'NCT01789385']",MONDO_0005180,Parkinson disease
254,DRD4,dopamine receptor D4,ROPINIROLE HYDROCHLORIDE,Small molecule,CHEMBL1200411,4.0,['NCT00485069'],MONDO_0005180,Parkinson disease
255,SCN11A,sodium voltage-gated channel alpha subunit 11,ZONISAMIDE,Small molecule,CHEMBL750,4.0,['NCT03034538'],MONDO_0005180,Parkinson disease
256,MAOB,monoamine oxidase B,SAFINAMIDE,Small molecule,CHEMBL396778,4.0,[],MONDO_0005180,Parkinson disease
257,DRD4,dopamine receptor D4,PRAMIPEXOLE,Small molecule,CHEMBL301265,4.0,['NCT01515774'],MONDO_0005180,Parkinson disease
258,DRD2,dopamine receptor D2,CABERGOLINE,Small molecule,CHEMBL1201087,4.0,['NCT00153972'],MONDO_0005180,Parkinson disease
259,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D,AMANTADINE,Small molecule,CHEMBL660,4.0,[],MONDO_0005180,Parkinson disease
260,ADRB3,adrenoceptor beta 3,MIRABEGRON,Small molecule,CHEMBL2095212,4.0,['NCT02092181'],MONDO_0005180,Parkinson disease
261,DRD2,dopamine receptor D2,PERGOLIDE,Small molecule,CHEMBL531,4.0,[],MONDO_0005180,Parkinson disease
262,DRD2,dopamine receptor D2,ROPINIROLE HYDROCHLORIDE,Small molecule,CHEMBL1200411,4.0,[],MONDO_0005180,Parkinson disease
263,SLC6A3,solute carrier family 6 member 3,METHYLPHENIDATE,Small molecule,CHEMBL796,4.0,['NCT01244269'],MONDO_0005180,Parkinson disease
264,CHRM1,cholinergic receptor muscarinic 1,BIPERIDEN,Small molecule,CHEMBL1101,4.0,[],MONDO_0005180,Parkinson disease
265,MAOB,monoamine oxidase B,SELEGILINE,Small molecule,CHEMBL972,4.0,"['NCT00640159', 'NCT00443872', 'NCT04870372']",MONDO_0005180,Parkinson disease
266,SCN4A,sodium voltage-gated channel alpha subunit 4,ORPHENADRINE,Small molecule,CHEMBL900,4.0,[],MONDO_0005180,Parkinson disease
267,ADRB3,adrenoceptor beta 3,DROXIDOPA,Small molecule,CHEMBL2103827,4.0,['NCT03115827'],MONDO_0005180,Parkinson disease
268,CACNA1B,calcium voltage-gated channel subunit alpha1 B,LEVETIRACETAM,Small molecule,CHEMBL1286,4.0,['NCT00307450'],MONDO_0005180,Parkinson disease
269,DDC,dopa decarboxylase,CARBIDOPA,Small molecule,CHEMBL1200748,4.0,['NCT00601978'],MONDO_0005180,Parkinson disease
270,DRD3,dopamine receptor D3,ROTIGOTINE,Small molecule,CHEMBL1303,4.0,"['NCT01744496', 'NCT01300819', 'NCT01782222', 'NCT03103919', 'NCT00594464', 'NCT01711866', 'NCT01523301']",MONDO_0005180,Parkinson disease
271,ADRA2C,adrenoceptor alpha 2C,DROXIDOPA,Small molecule,CHEMBL2103827,4.0,['NCT03115827'],MONDO_0005180,Parkinson disease
272,GRIN3B,glutamate ionotropic receptor NMDA type subunit 3B,AMANTADINE,Small molecule,CHEMBL660,4.0,"['NCT01313845', 'NCT04387773', 'NCT00632762', 'NCT01071395']",MONDO_0005180,Parkinson disease
273,SCN2A,sodium voltage-gated channel alpha subunit 2,ORPHENADRINE HYDROCHLORIDE,Small molecule,CHEMBL1201023,4.0,[],MONDO_0005180,Parkinson disease
274,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,AMANTADINE HYDROCHLORIDE,Small molecule,CHEMBL1569,4.0,[],MONDO_0005180,Parkinson disease
275,DRD3,dopamine receptor D3,ROPINIROLE HYDROCHLORIDE,Small molecule,CHEMBL1200411,4.0,[],MONDO_0005180,Parkinson disease
276,DRD4,dopamine receptor D4,APOMORPHINE HYDROCHLORIDE,Small molecule,CHEMBL1616,4.0,[],MONDO_0005180,Parkinson disease
277,ACHE,acetylcholinesterase (Cartwright blood group),DONEPEZIL,Small molecule,CHEMBL502,4.0,['NCT03011476'],MONDO_0005180,Parkinson disease
278,DRD3,dopamine receptor D3,LEVODOPA,Small molecule,CHEMBL1009,4.0,['NCT04952194'],MONDO_0005180,Parkinson disease
279,DRD4,dopamine receptor D4,BROMOCRIPTINE,Small molecule,CHEMBL493,4.0,"['NCT02233023', 'NCT01673724']",MONDO_0005180,Parkinson disease
280,COMT,catechol-O-methyltransferase,ENTACAPONE,Small molecule,CHEMBL953,4.0,['NCT00642356'],MONDO_0005180,Parkinson disease
281,GRIN3B,glutamate ionotropic receptor NMDA type subunit 3B,AMANTADINE HYDROCHLORIDE,Small molecule,CHEMBL1569,4.0,"['NCT04387773', 'NCT00632762']",MONDO_0005180,Parkinson disease
282,SCN9A,sodium voltage-gated channel alpha subunit 9,ORPHENADRINE,Small molecule,CHEMBL900,4.0,[],MONDO_0005180,Parkinson disease
283,CHRNA4,cholinergic receptor nicotinic alpha 4 subunit,VARENICLINE,Small molecule,CHEMBL1396,4.0,['NCT02473562'],MONDO_0005180,Parkinson disease
284,GABRP,gamma-aminobutyric acid type A receptor subunit pi,PROPOFOL,Small molecule,CHEMBL526,4.0,['NCT02256319'],MONDO_0005180,Parkinson disease
285,DRD3,dopamine receptor D3,LEVODOPA,Small molecule,CHEMBL1009,4.0,[],MONDO_0005180,Parkinson disease
286,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D,ORPHENADRINE HYDROCHLORIDE,Small molecule,CHEMBL1201023,4.0,[],MONDO_0005180,Parkinson disease
287,ADRB1,adrenoceptor beta 1,DROXIDOPA,Small molecule,CHEMBL2103827,4.0,['NCT03115827'],MONDO_0005180,Parkinson disease
288,DRD2,dopamine receptor D2,APOMORPHINE,Small molecule,CHEMBL53,4.0,['NCT01770145'],MONDO_0005180,Parkinson disease
289,DRD3,dopamine receptor D3,APOMORPHINE,Small molecule,CHEMBL53,4.0,[],MONDO_0005180,Parkinson disease
290,SCN1A,sodium voltage-gated channel alpha subunit 1,ORPHENADRINE HYDROCHLORIDE,Small molecule,CHEMBL1201023,4.0,[],MONDO_0005180,Parkinson disease
291,SCN9A,sodium voltage-gated channel alpha subunit 9,ORPHENADRINE HYDROCHLORIDE,Small molecule,CHEMBL1201023,4.0,[],MONDO_0005180,Parkinson disease
292,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C,AMANTADINE,Small molecule,CHEMBL660,4.0,"['NCT00632762', 'NCT04387773', 'NCT01313845', 'NCT01071395']",MONDO_0005180,Parkinson disease
293,SNAP25,synaptosome associated protein 25,ONABOTULINUMTOXINA,Unknown,CHEMBL1201574,4.0,['NCT02472210'],MONDO_0005180,Parkinson disease
294,DRD2,dopamine receptor D2,ROTIGOTINE,Small molecule,CHEMBL1303,4.0,"['NCT01300819', 'NCT01782222', 'NCT01744496', 'NCT01711866', 'NCT01523301', 'NCT00594464', 'NCT03103919']",MONDO_0005180,Parkinson disease
295,GRIN3A,glutamate ionotropic receptor NMDA type subunit 3A,AMANTADINE,Small molecule,CHEMBL660,4.0,[],MONDO_0005180,Parkinson disease
296,DRD4,dopamine receptor D4,PRAMIPEXOLE,Small molecule,CHEMBL301265,4.0,"['NCT02231905', 'NCT00402233', 'NCT00321854', 'NCT02233023', 'NCT03521635', 'NCT01673724']",MONDO_0005180,Parkinson disease
297,DRD4,dopamine receptor D4,ROTIGOTINE,Small molecule,CHEMBL1303,4.0,['NCT01519882'],MONDO_0005180,Parkinson disease
298,POLD4,"DNA polymerase delta 4, accessory subunit",CYTARABINE,Small molecule,CHEMBL803,4.0,['NCT03022201'],MONDO_0005180,Parkinson disease
299,DRD3,dopamine receptor D3,PRAMIPEXOLE DIHYDROCHLORIDE,Small molecule,CHEMBL3182733,4.0,[],MONDO_0005180,Parkinson disease
300,DRD2,dopamine receptor D2,APOMORPHINE HYDROCHLORIDE,Small molecule,CHEMBL1616,4.0,[],MONDO_0005180,Parkinson disease
301,GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B,MEMANTINE,Small molecule,CHEMBL807,4.0,"['NCT00646204', 'NCT01108029']",MONDO_0005180,Parkinson disease
302,AVPR1B,arginine vasopressin receptor 1B,DESMOPRESSIN,Protein,CHEMBL1429,4.0,['NCT00806468'],MONDO_0005180,Parkinson disease
303,GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B,AMANTADINE,Small molecule,CHEMBL660,4.0,[],MONDO_0005180,Parkinson disease
304,DRD4,dopamine receptor D4,PRAMIPEXOLE,Small molecule,CHEMBL301265,4.0,[],MONDO_0005180,Parkinson disease
305,DRD4,dopamine receptor D4,APOMORPHINE,Small molecule,CHEMBL53,4.0,['NCT02940912'],MONDO_0005180,Parkinson disease
306,CHRNA4,cholinergic receptor nicotinic alpha 4 subunit,NICOTINE,Small molecule,CHEMBL3,4.0,['NCT01216904'],MONDO_0005180,Parkinson disease
307,DRD2,dopamine receptor D2,CABERGOLINE,Small molecule,CHEMBL1201087,4.0,['NCT00174239'],MONDO_0005180,Parkinson disease
308,ADRA2B,adrenoceptor alpha 2B,DROXIDOPA,Small molecule,CHEMBL2103827,4.0,['NCT03115827'],MONDO_0005180,Parkinson disease
309,DRD2,dopamine receptor D2,PRAMIPEXOLE DIHYDROCHLORIDE,Small molecule,CHEMBL3182733,4.0,['NCT02231905'],MONDO_0005180,Parkinson disease
310,CHRNB2,cholinergic receptor nicotinic beta 2 subunit,NICOTINE,Small molecule,CHEMBL3,4.0,['NCT01216904'],MONDO_0005180,Parkinson disease
311,GRIN3B,glutamate ionotropic receptor NMDA type subunit 3B,AMANTADINE HYDROCHLORIDE,Small molecule,CHEMBL1569,4.0,[],MONDO_0005180,Parkinson disease
312,ADRA2C,adrenoceptor alpha 2C,DEXMEDETOMIDINE,Small molecule,CHEMBL778,4.0,"['NCT02256319', 'NCT01721460', 'NCT01789385']",MONDO_0005180,Parkinson disease
313,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C,AMANTADINE,Small molecule,CHEMBL660,4.0,[],MONDO_0005180,Parkinson disease
314,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D,AMANTADINE,Small molecule,CHEMBL660,4.0,"['NCT01313845', 'NCT04387773', 'NCT01071395', 'NCT00632762']",MONDO_0005180,Parkinson disease
315,SLC6A2,solute carrier family 6 member 2,ORPHENADRINE HYDROCHLORIDE,Small molecule,CHEMBL1201023,4.0,[],MONDO_0005180,Parkinson disease
316,MTNR1B,melatonin receptor 1B,RAMELTEON,Small molecule,CHEMBL1218,4.0,['NCT00462254'],MONDO_0005180,Parkinson disease
317,DRD2,dopamine receptor D2,BROMOCRIPTINE,Small molecule,CHEMBL493,4.0,"['NCT02233023', 'NCT01673724']",MONDO_0005180,Parkinson disease
318,SCN2A,sodium voltage-gated channel alpha subunit 2,ORPHENADRINE,Small molecule,CHEMBL900,4.0,[],MONDO_0005180,Parkinson disease
319,ADRA2C,adrenoceptor alpha 2C,DEXMEDETOMIDINE,Small molecule,CHEMBL778,4.0,['NCT05376761'],MONDO_0005180,Parkinson disease
320,DRD3,dopamine receptor D3,APOMORPHINE,Small molecule,CHEMBL53,4.0,['NCT01770145'],MONDO_0005180,Parkinson disease
321,POLE3,"DNA polymerase epsilon 3, accessory subunit",CYTARABINE,Small molecule,CHEMBL803,4.0,['NCT03022201'],MONDO_0005180,Parkinson disease
322,GRIN3A,glutamate ionotropic receptor NMDA type subunit 3A,AMANTADINE HYDROCHLORIDE,Small molecule,CHEMBL1569,4.0,[],MONDO_0005180,Parkinson disease
323,SCN7A,sodium voltage-gated channel alpha subunit 7,ZONISAMIDE,Small molecule,CHEMBL750,4.0,['NCT03034538'],MONDO_0005180,Parkinson disease
324,ADRB2,adrenoceptor beta 2,DROXIDOPA,Small molecule,CHEMBL2103827,4.0,['NCT03115827'],MONDO_0005180,Parkinson disease
325,DDC,dopa decarboxylase,CARBIDOPA,Small molecule,CHEMBL1201236,4.0,[],MONDO_0005180,Parkinson disease
326,GRIN3A,glutamate ionotropic receptor NMDA type subunit 3A,ORPHENADRINE HYDROCHLORIDE,Small molecule,CHEMBL1201023,4.0,[],MONDO_0005180,Parkinson disease
327,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,AMANTADINE,Small molecule,CHEMBL660,4.0,[],MONDO_0005180,Parkinson disease
328,ADRA1D,adrenoceptor alpha 1D,DROXIDOPA,Small molecule,CHEMBL2103827,4.0,['NCT03115827'],MONDO_0005180,Parkinson disease
329,DRD4,dopamine receptor D4,APOMORPHINE HYDROCHLORIDE,Small molecule,CHEMBL1616,4.0,['NCT02549573'],MONDO_0005180,Parkinson disease
330,MAOB,monoamine oxidase B,SAFINAMIDE,Small molecule,CHEMBL396778,4.0,['NCT05312632'],MONDO_0005180,Parkinson disease
331,CHRM1,cholinergic receptor muscarinic 1,ATROPINE SULFATE,Small molecule,CHEMBL2146146,4.0,[],MONDO_0005180,Parkinson disease
332,MTNR1A,melatonin receptor 1A,RAMELTEON,Small molecule,CHEMBL1218,4.0,['NCT00462254'],MONDO_0005180,Parkinson disease
333,SLC6A2,solute carrier family 6 member 2,ATOMOXETINE,Small molecule,CHEMBL641,4.0,['NCT01340885'],MONDO_0005180,Parkinson disease
334,SCN4A,sodium voltage-gated channel alpha subunit 4,ZONISAMIDE,Small molecule,CHEMBL750,4.0,['NCT03034538'],MONDO_0005180,Parkinson disease
335,POLE,"DNA polymerase epsilon, catalytic subunit",CYTARABINE,Small molecule,CHEMBL803,4.0,['NCT03022201'],MONDO_0005180,Parkinson disease
336,MAOB,monoamine oxidase B,SELEGILINE,Small molecule,CHEMBL972,4.0,[],MONDO_0005180,Parkinson disease
337,COMT,catechol-O-methyltransferase,ENTACAPONE,Small molecule,CHEMBL953,4.0,[],MONDO_0005180,Parkinson disease
338,MAOB,monoamine oxidase B,RASAGILINE,Small molecule,CHEMBL887,4.0,"['NCT00755027', 'NCT01382342', 'NCT01497652', 'NCT00902941', 'NCT01049984', 'NCT01723228', 'NCT00399477', 'NCT01168596']",MONDO_0005180,Parkinson disease
